user_id,movie_id,rating
45224,1094,5
14714,380,3
40889,4022,2.5
62537,293,5
8181,3160,5
26843,307,5
20492,1092,4
22658,2716,5
18645,3717,3
52746,4027,5
69198,552,5
15558,260,3.5
43194,3176,3
6719,3654,3
3646,7222,3.5
68200,97,4
28869,2951,3
31724,788,0.5
15264,1997,4.5
31642,550,3
71159,62,4
55383,2987,3.5
30135,1884,5
56222,1023,4
52486,207,5
20383,1049,3
71464,50,4
29101,8833,1.5
36735,553,5
5118,4002,5
21431,2701,1
47165,1954,3.5
19635,6006,3
36052,25,5
13869,3700,4
9020,1265,5
64588,1653,4
2963,832,5
43857,1271,3
15954,5481,3
24130,1015,4
69456,1247,4
41966,2126,2
51257,1215,4
60260,3959,3
48420,1961,5
58003,3952,4
38340,54286,4
28667,1719,5
64912,1268,4
6757,6059,3.5
18289,553,4
41253,3072,4
67493,1097,3
32515,3067,4
48468,1030,5
26311,6218,4.5
57379,469,4
18611,185,3
18987,3513,2
63269,56003,4.5
53852,380,3
29779,2490,4
50536,3298,3.5
49474,2006,3.5
23700,3330,3
67852,4018,5
33112,1957,4
47848,296,3.5
18312,253,3
26554,7440,4
65672,592,3
44825,497,4.5
22287,7070,5
27468,523,4
46694,1246,2
60236,2018,3
19957,2919,4
12916,2917,4.5
26303,2898,3
26306,33004,2.5
38862,2231,3
62806,107,3
23035,1291,2
20567,1580,3.5
70215,4967,3
29446,3783,3.5
19635,6624,3
42893,588,2.5
17689,3889,3
60435,688,3
38745,419,3.5
45158,2321,2
58342,27,4
7898,6365,3
5411,3228,0.5
41550,586,2
69676,828,3
47842,5013,4
30142,8585,3
51044,1238,5
69675,2088,4
32583,45672,2.5
31880,432,3
25002,3267,4
30547,33493,3
63915,431,2
47281,586,2.5
6897,2572,3
70007,1036,4
8892,5463,3.5
5510,457,3
9181,4611,3
70504,1356,3
62313,2936,4
29097,3000,3
22486,1097,5
63425,2572,5
27227,457,4
55901,733,5
37619,597,3
61923,377,1
58160,60133,3
30500,6077,3
67208,2115,4
61841,3317,3
68725,1252,4
555,1265,3.5
58155,327,0.5
61603,502,2
915,5853,2
38321,543,5
259,239,2
56637,508,5
46033,6947,3.5
27237,1,4.5
5012,6947,3.5
34381,2028,3
3594,5785,2
18691,1353,3
14356,1120,3.5
10820,2899,4
28671,3396,5
21117,1917,1
12959,5135,4
27213,1413,4
60144,2986,2.5
67885,6979,3.5
3129,608,5
49679,26133,4
14980,380,2
50481,1676,5
48963,296,4.5
68885,1356,4
45323,46578,4.5
9847,362,3
29042,2459,1
68563,1777,3.5
49765,1080,4
1977,2858,4
45383,2809,2
337,788,3.5
31494,5291,4
7385,2723,4
34345,4865,4
40291,34,3
65800,162,5
14094,2420,2
18375,3081,4
59269,50912,3.5
5495,1573,3.5
47002,42007,4.5
57532,420,4
33987,1704,4
29514,898,4.5
16963,45431,3.5
59958,1374,3.5
1047,4370,4
30614,6625,4
29450,592,3
14583,2734,3
36227,1372,4
18832,1185,4
41854,648,4.5
46291,3963,4.5
55690,4240,2.5
3840,2620,4
8665,480,1
11041,33838,3
7251,3189,4
4823,1307,4
32771,3462,4
43992,291,2
48482,6803,2
15048,1527,4
6851,1196,3
30253,1060,1
65436,2289,3
16227,5826,3
46001,1645,4
29317,2393,2
42760,4344,1.5
31327,4673,2
34807,588,3
40751,1788,3
11505,906,4
26730,380,4
13909,1265,2.5
60505,4903,4
59874,2671,4
17440,3091,4
7972,3618,3
14504,1385,3
34264,351,4.5
3296,457,4
60282,342,5
59269,5521,3.5
44321,1150,4
21644,2406,4
48184,1213,4
31380,1213,3
17924,1527,4.5
60968,3421,2.5
70771,5049,4
60785,798,2.5
49184,3536,4
22768,8958,4
40937,1409,3
60601,224,4
27115,1208,5
17258,1090,3
27144,47,3
56566,1333,4
5678,1500,3
58715,778,3
34769,5040,3
20660,1977,1
56463,26242,4.5
36,2701,1
26423,345,4
19385,8644,4
60656,1617,5
69575,2019,5
23071,100,3
23435,4489,4
27313,1854,4
63198,7376,3.5
54757,5452,3.5
55809,296,4.5
16905,3054,1
50763,362,4
42924,1148,5
37419,7160,3
49864,16,4
5285,595,4.5
44555,7009,3.5
46269,3476,3
36820,2571,5
43883,7137,3.5
62827,1385,4
36935,27831,3.5
4688,2076,4
69061,5989,3.5
23530,1374,4
54903,1219,5
13543,485,3
14653,6388,3.5
28369,1269,3
11681,551,4.5
28735,588,4
33538,4639,2
2178,555,5
41808,1588,1
62182,277,3
42723,1584,4
30723,3436,3
60932,2664,5
29374,2554,5
22711,2203,5
20019,1225,4
44347,780,3.5
16532,1193,5
41424,765,5
50296,296,5
61079,44974,3.5
52557,44665,4.5
32756,5445,3.5
45595,519,2
22822,3135,4
54230,2391,4
31897,1197,3
29548,7458,4
659,1584,4.5
35748,4993,5
64268,2067,4
41827,4042,3
56215,6143,3.5
53689,3593,3
54994,356,4.5
2233,1334,3
71369,1079,0.5
61082,32,3.5
64340,3000,3
61468,1248,5
39359,1676,2.5
10462,3549,4.5
4850,3034,4.5
69553,1569,3
6774,3481,5
7602,1405,1
46187,750,4.5
5360,6,3
46611,1079,5
8450,502,4.5
38517,1373,3.5
25684,842,1
47394,1897,4
39420,159,3
60878,31878,3
14463,903,4
58117,2720,0.5
47464,1171,3
36948,4308,4.5
11323,4447,2
64713,350,4
38578,1252,5
14916,919,5
50941,95,1
15654,3949,4.5
43625,733,3
14495,5943,3
70390,5952,4.5
57784,315,2
68220,1942,4
42425,4238,1.5
28088,2628,3.5
29343,2795,4
29066,2688,2
31711,380,3.5
2325,1219,3.5
69897,2973,5
16359,1371,4.5
25408,302,5
30078,19,5
36236,3448,3
62268,750,4
32283,34155,3.5
22056,592,3
20086,5692,3
33912,493,3
45443,1279,2.5
59698,4016,3
56227,1617,5
26149,150,3
37367,914,5
2583,2840,3
50205,440,3.5
18161,736,3.5
44880,3275,4
27665,497,3
48876,1214,3
7645,2763,3
56463,229,4
19564,1333,5
62546,5957,0.5
45553,387,1
38208,1323,2
27283,208,1
58742,1431,1
36708,2949,4
5995,6214,3.5
29508,27410,3.5
28061,2375,3
67968,27731,3.5
12505,838,4
49124,587,3
20495,1265,4
47056,2473,3
58655,929,4
28665,1954,4
53974,3702,4
66435,1233,4
62061,500,0.5
41350,29,3.5
38109,898,4
40456,6763,1
48802,33004,3.5
47896,149,4
64500,1206,3
54498,480,4
62379,253,2
42372,1210,4
23975,3448,3.5
60144,818,1.5
16489,2161,3
28128,318,4.5
27035,8596,5
51101,590,4
60440,7932,4
69359,2571,5
27707,4002,5
9697,1027,3.5
61940,3753,3
34360,3254,3
46380,25,5
51941,2454,3
53497,2922,4.5
20235,1617,4
51774,3599,5
15941,2402,2.5
42060,293,5
12064,3527,2.5
3301,3708,3
63115,480,4
49576,6552,4
69885,2028,3
49390,2987,3
32985,2159,5
13322,593,4
63276,955,5
35995,337,4
18663,2505,3
22853,7331,5
42553,5693,4
23463,2485,3
13318,1673,4.5
67385,26012,3
24507,802,3
25610,60,5
11681,1005,2
20287,534,3
23646,1919,4
23188,2167,2
48574,1197,5
17196,2497,0.5
32936,4235,4
47700,3391,2.5
25095,3752,1
47196,2858,4.5
70452,2427,2
53141,52,5
12910,1097,4
55104,10,3
24994,1963,4
35165,47610,3.5
25738,3361,4
24339,4079,1
66280,3826,3
45117,4085,3.5
4333,500,3.5
30195,375,4
66352,1408,2.5
53551,1327,3
31502,707,3
16536,3980,3
20226,1101,2
43457,10,3
15686,316,3.5
62150,4705,4
9979,3985,5
38437,6850,3
65150,3858,5
52500,372,3
39649,1207,4
20756,541,4
44771,7384,3.5
45042,1270,4
23368,1959,4
44696,3108,3.5
60204,3325,3.5
42950,216,3
49634,377,3
29451,2409,3
57855,2403,3
70091,357,3
24136,438,3
25751,5464,3
21384,3527,3.5
14607,1203,5
49170,588,4
43872,1183,4
56895,3683,3.5
6022,3819,4
6338,33138,2.5
6172,4993,5
61971,1997,4
58032,364,5
16519,1221,4
66587,1064,4
51596,1407,3
60084,1077,3
69680,145,3
10570,2137,3
12159,44972,2
12281,4766,4
1854,3246,4
64242,984,3
38626,432,3
41770,163,4
22263,1252,5
29096,1673,3
42623,546,1
64268,1573,3
4461,1445,1
19077,1196,4
68829,3521,4
57500,1619,4
55306,4014,4.5
16651,2802,4
4005,1693,4
19545,515,3
46775,1569,3.5
51510,3362,4.5
31214,380,4
56234,3095,4
41066,380,4
38671,1610,4
20550,293,4
23203,541,4
37786,2346,3.5
44535,500,1
9645,2459,2
70499,2243,3
60854,3438,2
49776,2791,2.5
35013,1,5
34384,2018,4
26859,5679,3
6932,1620,3.5
58750,1101,4
51041,206,4
50019,1719,4
52532,8599,3
31517,4187,4
27168,5069,3
34464,62,3
39197,2997,3
19932,4993,4
9176,2717,3
50291,376,1
22572,47976,2.5
27153,5502,3
30958,736,2.5
36496,5152,3
47874,2858,5
17417,208,1
60964,3052,4
37740,1200,3
5118,2801,3
47491,2478,3
17841,47,5
52984,2710,3
37442,1370,5
17875,707,4
36757,3248,3
5870,83,5
70974,3686,4
8779,1422,4
22799,480,4
9571,3896,2
26138,8132,3
65298,4776,4
70165,2640,5
52996,3438,3
56927,292,3
22128,473,2
23174,4623,3
38134,1290,3
4973,41573,2
24868,1952,3
26275,1597,3
59608,62,4
26311,500,4
58544,1079,3
34593,8957,4
24036,3635,4
24515,1748,3.5
29946,1485,3
39670,788,3
51420,107,1
1198,380,3
67812,2001,3.5
61468,3160,4
450,2761,4
57299,7445,4
11319,7208,3
25218,3448,4
15878,208,2
25730,38886,4.5
47918,1220,4
10825,1201,2.5
20410,25,3
28812,1982,2
27205,724,4
2061,10,5
27261,1500,4
22060,951,4
16055,1779,3
39963,2184,3
15037,7154,4
15374,708,3.5
67829,2114,4
16721,2183,4.5
23339,4866,4.5
46275,2750,4
10674,7438,3
33978,8376,4.5
11678,1968,4
65641,3462,4.5
32747,7773,5
9645,1222,4
4263,2542,5
58035,223,5
70074,4361,4
1129,1396,4
11248,3081,5
13198,225,3.5
56861,8950,4
28352,1644,3
29643,1792,2
37695,866,4
69726,1210,4
36382,3701,3
15611,1213,3.5
45211,223,5
19131,34150,2
43800,25,3
8461,671,3
8621,1129,4
47046,2174,4
24735,464,4
49679,944,4
1452,457,5
47613,913,4.5
39010,1,2
30758,1333,4
58763,6874,5
24952,72,3
20682,1283,4
41883,32,5
66553,4062,3
55593,256,3
39272,59103,3
48853,185,5
28794,2329,4.5
16003,4857,4
14885,26663,3.5
22919,2291,1
65263,50685,2
27211,383,3
36292,1953,4
9953,2273,5
6557,2291,3.5
69479,2762,4
32806,1945,3
46270,2395,2
33088,7346,4.5
42974,2640,4
37295,238,3
9915,2346,3
38658,4144,3.5
9902,4971,3.5
47992,2716,4
68066,1265,4.5
16557,1300,4
42549,937,4
37560,7454,5
59714,5378,1.5
59365,4865,3
44834,454,3
45451,1645,3
16173,457,4
29982,45730,3
13283,4954,1.5
16602,442,3
58210,1307,3
46526,1231,2
70740,315,2.5
13841,3819,1
17749,1682,4.5
59649,724,4
55461,4025,1.5
15346,912,5
11624,318,5
20399,1370,3.5
51733,26,5
5277,1680,2.5
42633,471,5
23580,515,4
25867,588,5
14834,3115,4
48643,3160,3
1532,1259,4
5736,2348,2
58490,25,3
59342,25,0.5
59861,151,2
26290,4014,4
36438,1307,4
39132,2349,3
48855,2706,4
12013,2355,3
21487,4329,4.5
65911,805,4
9643,3977,3.5
1,185,5
44833,1193,5
25238,1179,4
25873,1594,4
67634,25841,4
6568,3108,3
46775,8622,2.5
9462,26870,3.5
14389,1347,3
35319,3255,4.5
51639,2473,1
42874,5679,3.5
9980,4321,2
40212,2461,4
59867,318,4.5
41324,2485,4.5
54344,1645,4.5
2027,2194,4
13333,3,5
5403,4029,4
39064,1233,5
22571,4014,4
26841,49220,4
49034,1374,4.5
25109,2321,4
9375,920,3.5
27973,1225,4.5
59269,6892,2.5
54881,1342,5
36718,376,3
42904,356,3
11646,51086,4
23695,1407,5
47280,260,5
45295,4214,3
64716,539,5
71105,2134,5
52044,293,4.5
69784,4262,3
4508,733,5
26166,920,5
65947,4105,5
30687,7560,3.5
19315,6887,3
31215,2012,4
39889,6857,3.5
46293,1320,5
37680,1396,3
42423,2268,4
24916,32587,1
69950,2542,4.5
57,65,3
62572,1672,3
47431,4226,3.5
20887,54272,4
53221,224,3
68788,4344,1
2221,296,3
32031,1265,2
60564,344,4
35150,1379,3
28606,586,3
61829,2406,3.5
18971,2028,5
36034,2081,3
8964,544,2
70797,3036,4
39143,1198,3
59752,3462,4.5
68559,1201,3
248,1889,4
45111,1408,1
28754,1408,3
33224,1291,5
10962,141,3
14155,125,4.5
42811,3949,2.5
61386,6062,4.5
13672,4239,4
38241,349,4
37103,2231,3.5
17438,6695,3.5
53231,8914,2.5
64411,1783,2.5
972,191,4
2515,6218,5
45415,413,1
44740,316,3
54767,2003,4
18990,2000,4
44287,1345,3
35159,3072,4
70510,1380,5
11848,1923,4.5
70455,1267,5
40350,3173,4
28810,508,4
37689,5569,0.5
11056,1197,4.5
19357,1035,3
64411,2139,3
48226,518,2
47797,849,2
46006,2979,2
66167,4941,4
41501,3252,3
35725,1788,1
56256,4306,3.5
61449,1206,4
38225,948,5
1936,2011,4.5
15381,1276,4
39419,53460,3
30942,380,3
40047,2428,5
38928,3917,1.5
40837,3436,4
49995,4886,4
9378,8596,4.5
59377,349,3
53511,4018,3.5
7757,2580,4
59477,999,3.5
27598,4899,3
14475,1569,3
67019,238,4
45045,150,4
47129,383,1
55008,736,3
37640,161,3
31897,347,5
20085,5956,2.5
49263,2012,1
29912,4903,4
44182,780,5
29891,1396,3
28126,588,5
14667,562,4
57061,4874,3.5
55675,1095,4
70192,898,3
37706,1,5
11584,3175,5
10470,53894,4.5
23714,2599,4
27654,2762,5
26484,5067,1
38795,3155,2
21410,8361,3.5
53751,483,4
28261,608,5
26578,2947,3.5
70344,594,4
7174,3755,1
35296,2857,4
29076,919,5
69625,2349,4
2466,595,4
43486,4447,3.5
26541,2716,2
19742,3654,4
16752,353,3
52322,2174,2
54489,48,4.5
18052,380,4
54562,2115,4
27411,2080,4.5
25686,44199,4
45025,6038,3.5
47295,2712,4
48069,4066,3.5
64358,5771,3
9355,31,4
27003,2163,3.5
37778,6373,3.5
23201,6954,4.5
55169,3210,4
48662,7116,4
52706,1231,3
53669,260,4.5
50889,53996,5
34904,3911,5
34082,7143,5
12133,7153,5
58859,1264,4
40555,39,3.5
65957,382,1
10616,1476,3
19553,36,4
38714,2926,4
41038,4061,3
25375,1215,3
41481,5991,3.5
22587,50068,5
40976,1230,3
55814,165,5
15298,1962,3.5
52261,593,5
19813,231,5
40644,1032,4.5
59518,1057,2
64569,2863,3
38645,2190,2
37070,7258,3
65617,1224,5
9988,4161,1
7860,588,3.5
30639,1590,1
22328,552,4
28792,3769,5
52788,428,3
26445,648,4
12000,899,3
54097,2908,4
22849,364,3
23457,1517,1.5
3244,6351,3
10222,150,4
71048,4494,3
26600,3355,1
57226,1960,3
59361,1960,4.5
6957,454,5
21629,3418,3
28028,55069,4.5
33880,7790,2.5
47707,1120,4
15722,356,5
10282,924,5
22073,1722,3
13722,265,5
26201,2959,4.5
46676,736,3
5510,3801,3
24012,1372,4
65338,356,2
45690,2476,3
57745,1006,4.5
182,2197,4
44729,8910,3
34197,5842,2
36965,1244,4
43992,2022,4.5
43016,180,3
55498,434,3
56203,1968,4
67615,1967,3
26474,2150,3
47632,4447,1
58122,1206,5
22085,1376,3
16683,1943,2
65308,8644,3
53701,1883,5
28013,788,4
13235,353,4
2233,1252,5
27003,6773,5
25334,4146,1
70157,2470,1.5
51685,736,3
5018,1198,4
16842,3624,2
28531,1073,4
60327,349,4
45810,333,4
37340,551,4
34029,3418,4
53415,17,2
52545,11,4
63594,61323,4
62481,3697,3
63627,1036,4.5
5653,1641,3
50212,1888,3
32158,2683,2.5
13549,356,0.5
54179,6947,3.5
24036,5152,4.5
66454,49278,4
37003,969,5
20977,4054,2.5
22366,610,2
35468,257,5
42154,1243,3.5
59944,2987,2
8387,1517,5
67780,1821,3.5
48418,165,3
64588,6537,4
50154,420,4
29643,2731,3
4289,111,5
52591,1261,4
9841,1261,4
24769,48,2
19787,266,4
12237,3273,3
63265,1262,4
6577,6953,3.5
12296,4842,3
24916,541,5
3817,5749,3.5
5355,8783,1
45749,1348,4
65654,2493,3
20541,805,5
12793,69,5
34197,5247,2.5
61568,1127,4
56038,1587,1
3189,1033,4
22756,119,2
49165,1090,3.5
40120,3253,3.5
52175,3263,4
16041,457,4
8567,4873,4
8679,1234,3
28025,1148,5
50982,5197,3
19982,1693,5
27313,39427,1.5
55033,551,3.5
54213,235,3
3867,2010,3.5
34063,2407,3
20401,186,3
23952,1376,4.5
48071,6365,5
16564,2352,3
64160,2470,4
18278,2990,3
45009,2301,3
43349,8622,2
9196,4488,5
52409,5955,4
43639,1917,2
46006,1352,3
17510,509,4
69553,356,5
23094,377,3
71137,934,3.5
45213,339,2.5
30024,1653,5
59409,2455,4
26691,508,3
44316,3269,3
42060,144,4
5192,50,4
22037,112,3
48284,16,4
52329,1407,3.5
58796,1221,5
43307,5418,3
37150,1704,3
16908,2940,4
40779,261,5
26902,104,3
23216,540,2
12969,2788,2
9915,2312,5
22048,223,3
32839,2174,3
49265,3948,0.5
29105,2572,3
26842,4105,5
26491,110,4
55148,509,4
9584,2421,3
56151,2605,3
51446,6774,4
39798,7451,4.5
35303,726,3
10775,2490,3
30865,6377,4
23975,194,4
8383,1374,5
45147,589,4
5829,8645,3.5
40484,342,5
28309,2641,1
59791,914,3
139,2112,3
64120,1923,4
26842,33004,2.5
9139,8094,4.5
31579,5213,1
41510,541,4
29613,965,4
24925,457,5
32111,260,4
65836,1552,2
63620,1173,2
67509,1342,2
38174,1019,5
56400,1023,4
16639,1810,3
3159,2858,4
60381,3836,4
31844,356,3.5
10013,1017,4.5
37732,2340,1
35436,1649,5
24203,799,3
66613,253,4
6370,3471,5
42688,3753,3.5
9056,1288,2.5
3462,204,2
61241,2716,3.5
6418,4292,4
8180,2186,5
51057,6537,2.5
68429,5445,2
61820,4306,3.5
63170,3253,1
49728,1088,3
61430,3253,3
52897,4760,4.5
32945,2571,5
3045,2918,5
7867,230,4
63637,1377,2.5
2988,5669,3.5
29305,3175,3
55716,2889,3
49365,4973,4.5
66871,1407,4
66669,1573,2
45347,3638,3.5
19384,648,4
1333,438,3
15259,1201,4.5
70184,1131,3.5
15344,50858,4
24441,2252,2.5
20012,6944,2.5
40011,1259,4
58114,852,3
52610,2762,4
28540,1223,4
66339,39,3
45676,1387,4.5
49961,35836,4
12092,2174,4
14245,509,4
14734,3256,3.5
14639,102,2
10058,6365,3
25005,4017,4
15950,2986,1
59455,1136,3
35924,2918,5
22758,1694,4
17053,1374,2
6362,26662,4.5
45663,3793,4
18944,5444,4
56386,733,1
2241,249,3
2723,1499,1.5
50358,1089,5
50169,11,5
51282,5952,5
7434,464,3
8476,2406,4
44636,2294,5
11418,2321,2
7587,56003,3.5
27179,153,3
64171,4029,2
30943,592,3
37024,647,4
49971,5530,3
45070,4993,3
15535,4995,5
36382,48774,2.5
56085,27731,4.5
60901,8783,3.5
67542,1234,4.5
2079,454,4
10245,342,4
69977,3000,4
23429,7317,2
71150,4876,1.5
16018,292,5
4486,6552,3
6063,653,0.5
34542,902,4
1763,3308,3
11818,2657,2
68644,50,5
42027,805,4
26805,168,2
58900,150,2.5
37450,2359,3
27261,1721,4
43706,4545,1.5
50346,17,3.5
44066,339,4
8991,514,4
20722,2966,5
9018,1061,4
68414,2010,4
51603,6367,2.5
40649,1380,3
32694,2502,5
61662,2567,2
62244,1124,3
55945,1912,4
42924,3698,3.5
64934,89,1
23709,3006,5
61334,2662,3
60292,25891,4
5118,3468,4
18769,1222,4.5
25805,8781,3
46445,383,3
36351,1810,3
48296,10,3.5
57359,112,2.5
19942,1095,4
25065,36,4
18678,2011,4.5
47905,2561,3
918,656,3
19545,3267,3.5
68360,1025,3
7217,457,4
51806,2015,3
38258,3525,3
64300,1693,3.5
769,158,2
48725,8529,1
6098,648,4
17465,1161,4
27969,207,4
8101,3639,4
2070,1517,4
61057,3730,4.5
40003,318,4
51161,6218,3
64821,4308,3
25311,2373,3
18922,1416,3
15357,2706,4
59581,160,1
32942,590,3
35393,153,3
27423,783,5
46818,1297,3
65876,3798,3.5
20190,34,3
3445,5952,4
43262,252,3
29315,32,4
62183,1991,2
54474,535,4
17020,919,5
52045,551,3
30864,307,3.5
40329,912,5
62033,2423,5
61643,941,4
34256,1611,3
48211,5378,2
60068,6,4.5
22112,5051,5
38097,37382,2
35828,1965,4.5
22636,809,3
21408,4889,3.5
11760,3827,4
53796,104,3
39359,5582,2
11370,2174,4
55337,1379,3
8354,1468,1
19629,160,1
29446,7167,4.5
40720,520,3.5
50127,440,4
54914,1376,3
41784,914,5
49143,8799,3
15553,3060,3
58600,1203,5
826,54995,4
31116,6893,4
20856,4235,4.5
45092,7318,0.5
68974,3889,4
31278,3685,4
70915,1259,4
32538,44191,4.5
7674,1160,5
25910,928,3
29221,1307,3
3482,1611,5
12013,1408,4
8352,2700,4
54097,4901,3
70650,2598,3
67313,1704,5
32706,1206,3.5
25889,1370,3.5
31189,2094,1
61163,1193,4
27872,2805,3
39728,8783,5
2070,368,4
38912,344,3
1265,575,1
47113,6535,1
18987,2660,4
15612,62,4
17084,19,3
64777,1127,2
53132,6345,2.5
19023,2916,2
46953,2133,3.5
48288,11,4
16003,1282,5
25472,494,3
53425,1023,3
67590,2707,4.5
51822,4310,2.5
37922,2891,4
16727,40732,2
70131,1189,5
44736,6730,2.5
17613,1721,3
55489,3357,3.5
44914,2174,3
45687,502,3
51063,2798,2
47548,30749,4.5
59057,782,3
52644,3401,2
10236,898,4
53241,4890,3
38315,1219,5
44371,1366,2
22037,151,4
5591,2672,3
24156,596,3
23662,2890,4
30696,2053,1
22873,4553,4
20736,300,4
62080,3114,3
43461,1916,3
34904,5250,3
31062,595,5
37930,168,4
39627,1304,3.5
17066,2583,4
62524,3429,4
14114,2375,2
5829,59615,3
12068,783,3
51373,466,4
56134,920,5
48085,31696,3
33700,1006,3
6218,1201,5
23075,8865,4.5
16566,93,2
55725,1676,5
24984,1240,5
62034,38038,4
19878,3977,4
48718,293,3
26361,173,2
61805,608,4
31106,587,5
9962,1393,4
56997,2376,3
400,1266,5
30142,50274,3
44291,5955,4
11067,316,3
23482,296,4.5
42467,2539,3.5
62363,5064,3.5
31897,549,5
59092,5618,5
33274,2,3
9509,3074,3
31096,2501,3
33384,2212,3.5
30028,1221,5
34752,260,5
36603,3147,4
36234,538,5
66744,34405,2
22880,1120,1
15746,186,3
33676,2447,4
57441,1882,2
44706,2942,4.5
6309,2144,4
16484,1500,3
49989,2890,4
30500,662,2
58869,2355,2
33217,1079,5
23675,5952,3.5
6757,2688,1
50816,153,3
58605,2378,3
63226,6547,3.5
62615,278,2
45484,356,4
49496,4027,4.5
44158,45,2
11779,2301,4
8811,102,2
58963,1923,1
12248,2605,3.5
20895,3039,3
11680,4069,2.5
23302,597,3
42404,648,4
40167,2115,3.5
30770,318,5
25531,1257,4
60952,7387,4.5
50588,1079,2
67871,32587,4.5
8208,1918,3
15685,1681,1
25051,110,5
1331,318,5
25630,3948,4
5866,4270,3
57865,494,3
32569,7573,1
59499,52328,4
58554,3897,4.5
27713,1197,3.5
29877,1172,4
30824,592,4
16210,1197,4
46625,2762,4
55305,26700,2
18353,26527,4
45192,745,1
37818,2433,3
45987,2087,4
14415,319,4
45898,1527,5
17684,2105,2
13097,2064,4.5
56707,3032,2.5
66383,50,5
27462,1580,4
12802,539,5
56303,44665,4
33217,1863,3
555,2527,4
46625,1214,4
723,8947,3
47394,2312,4
43166,1785,2
22480,54503,5
25856,318,4.5
66183,2306,2
69427,50,3
24213,2058,3
10023,1296,5
69680,31,5
3855,2115,4
15535,339,3
58049,3266,4
9167,1204,4
60713,3980,3.5
34733,3174,3
18993,4901,4
31441,2366,3
13418,1619,2
30075,2024,3
55206,380,4
67240,886,3.5
19640,4878,5
45383,1886,0.5
25229,4553,4
51512,5325,5
33551,5013,3
48717,44972,4
34959,357,5
28743,2019,4
31538,3053,4
64067,1391,4
49935,186,1
12301,2048,3
38497,105,3
5711,5552,3
11121,1840,4
69761,5418,4
26150,757,1
13303,5500,4
29356,4033,3
29883,2004,1
688,1350,2.5
39501,1580,3
13396,6807,4.5
39268,2706,4
53149,247,4
53847,505,2
10270,3359,4
22369,1785,5
64003,2540,3
71105,3372,4
53609,1265,4.5
8586,2496,4
41874,3481,3.5
33100,36,5
29621,3753,0.5
34108,4720,2.5
8303,434,4
43588,175,3
9086,431,4
61348,520,3
49314,1222,3
4806,2097,4
39804,2021,3
10758,1259,4
53660,827,3
65284,1299,5
42863,196,2
38003,1220,3
17148,497,5
46479,3363,5
32747,6711,5
38969,6385,4
48470,1649,4
33574,47465,0.5
31916,7135,4.5
52801,3421,2.5
59506,357,5
37670,1562,2
